,Sample,Baking temperature (°C),Baking time (hours),Resistive switching film,Bottom electrode material,Top electrode material,SET Voltage
1744,Sample_H,90.0,8.0,1,1,2,3.68
1745,Sample_H,90.0,8.0,1,1,2,2.96
1746,Sample_H,90.0,8.0,1,1,2,3.44
1747,Sample_H,90.0,8.0,1,1,2,3.82
1748,Sample_H,90.0,8.0,1,1,2,4.22
1749,Sample_H,90.0,8.0,1,1,2,4.4
1750,Sample_H,90.0,8.0,1,1,2,5.66
1751,Sample_H,90.0,8.0,1,1,2,2.48
1752,Sample_H,90.0,8.0,1,1,2,2.9
1753,Sample_H,90.0,8.0,1,1,2,3.1
1754,Sample_H,90.0,8.0,1,1,2,4.04
1755,Sample_H,90.0,8.0,1,1,2,4.46
1756,Sample_H,90.0,8.0,1,1,2,1.6
1757,Sample_H,90.0,8.0,1,1,2,1.86
1758,Sample_H,90.0,8.0,1,1,2,1.7
1759,Sample_H,90.0,8.0,1,1,2,2.78
1760,Sample_H,90.0,8.0,1,1,2,2.48
1761,Sample_H,90.0,8.0,1,1,2,4.44
1762,Sample_H,90.0,8.0,1,1,2,4.86
1763,Sample_H,90.0,8.0,1,1,2,3.02
1764,Sample_H,90.0,8.0,1,1,2,3.92
1765,Sample_H,90.0,8.0,1,1,2,2.92
1766,Sample_H,90.0,8.0,1,1,2,1.12
1767,Sample_H,90.0,8.0,1,1,2,4.7
1768,Sample_H,90.0,8.0,1,1,2,3.06
1769,Sample_H,90.0,8.0,1,1,2,4.74
1770,Sample_H,90.0,8.0,1,1,2,2.04
1771,Sample_H,90.0,8.0,1,1,2,2.0
1772,Sample_H,90.0,8.0,1,1,2,2.08
1773,Sample_H,90.0,8.0,1,1,2,5.98
1774,Sample_H,90.0,8.0,1,1,2,4.06
1775,Sample_H,90.0,8.0,1,1,2,4.84
1776,Sample_H,90.0,8.0,1,1,2,5.14
1777,Sample_H,90.0,8.0,1,1,2,1.0
1778,Sample_H,90.0,8.0,1,1,2,2.88
1779,Sample_H,90.0,8.0,1,1,2,3.7
1780,Sample_H,90.0,8.0,1,1,2,3.06
1781,Sample_H,90.0,8.0,1,1,2,5.14
1782,Sample_H,90.0,8.0,1,1,2,4.38
1783,Sample_H,90.0,8.0,1,1,2,5.28
1784,Sample_H,90.0,8.0,1,1,2,5.06
1785,Sample_H,90.0,8.0,1,1,2,4.66
1786,Sample_H,90.0,8.0,1,1,2,4.0
1787,Sample_H,90.0,8.0,1,1,2,4.76
1788,Sample_H,90.0,8.0,1,1,2,3.36
1789,Sample_H,90.0,8.0,1,1,2,5.42
1790,Sample_H,90.0,8.0,1,1,2,3.18
1791,Sample_H,90.0,8.0,1,1,2,4.78
1792,Sample_H,90.0,8.0,1,1,2,5.68
1793,Sample_H,90.0,8.0,1,1,2,2.44
1794,Sample_H,90.0,8.0,1,1,2,3.5
1795,Sample_H,90.0,8.0,1,1,2,4.32
1796,Sample_H,90.0,8.0,1,1,2,4.26
1797,Sample_H,90.0,8.0,1,1,2,3.98
1798,Sample_H,90.0,8.0,1,1,2,3.74
1799,Sample_H,90.0,8.0,1,1,2,3.36
1800,Sample_H,90.0,8.0,1,1,2,3.06
1801,Sample_H,90.0,8.0,1,1,2,4.78
1802,Sample_H,90.0,8.0,1,1,2,5.08
1803,Sample_H,90.0,8.0,1,1,2,4.68
1804,Sample_H,90.0,8.0,1,1,2,2.08
1805,Sample_H,90.0,8.0,1,1,2,2.18
1806,Sample_H,90.0,8.0,1,1,2,3.16
1807,Sample_H,90.0,8.0,1,1,2,3.14
1808,Sample_H,90.0,8.0,1,1,2,3.66
1809,Sample_H,90.0,8.0,1,1,2,3.82
1810,Sample_H,90.0,8.0,1,1,2,2.8
1811,Sample_H,90.0,8.0,1,1,2,4.02
1812,Sample_H,90.0,8.0,1,1,2,3.94
1813,Sample_H,90.0,8.0,1,1,2,3.72
1814,Sample_H,90.0,8.0,1,1,2,4.5
1815,Sample_H,90.0,8.0,1,1,2,4.88
1816,Sample_H,90.0,8.0,1,1,2,6.64
1817,Sample_H,90.0,8.0,1,1,2,5.54
1818,Sample_H,90.0,8.0,1,1,2,4.22
1819,Sample_H,90.0,8.0,1,1,2,6.42
1820,Sample_H,90.0,8.0,1,1,2,5.02
1821,Sample_H,90.0,8.0,1,1,2,2.46
1822,Sample_H,90.0,8.0,1,1,2,4.92
1823,Sample_H,90.0,8.0,1,1,2,6.68
1824,Sample_H,90.0,8.0,1,1,2,6.74
1825,Sample_H,90.0,8.0,1,1,2,2.18
1826,Sample_H,90.0,8.0,1,1,2,1.68
1827,Sample_H,90.0,8.0,1,1,2,2.26
1828,Sample_H,90.0,8.0,1,1,2,3.5
1829,Sample_H,90.0,8.0,1,1,2,3.6
1830,Sample_H,90.0,8.0,1,1,2,3.1
1831,Sample_H,90.0,8.0,1,1,2,1.06
1832,Sample_H,90.0,8.0,1,1,2,4.16
1833,Sample_H,90.0,8.0,1,1,2,3.14
1834,Sample_H,90.0,8.0,1,1,2,4.1
1835,Sample_H,90.0,8.0,1,1,2,3.46
1836,Sample_H,90.0,8.0,1,1,2,4.6
1837,Sample_H,90.0,8.0,1,1,2,4.86
1838,Sample_H,90.0,8.0,1,1,2,2.7
1839,Sample_H,90.0,8.0,1,1,2,2.78
1840,Sample_H,90.0,8.0,1,1,2,2.58
1841,Sample_H,90.0,8.0,1,1,2,4.44
1842,Sample_H,90.0,8.0,1,1,2,4.86
1843,Sample_H,90.0,8.0,1,1,2,3.02
1844,Sample_H,90.0,8.0,1,1,2,3.92
1845,Sample_H,90.0,8.0,1,1,2,4.92
1846,Sample_H,90.0,8.0,1,1,2,3.2
1847,Sample_H,90.0,8.0,1,1,2,4.7
1848,Sample_H,90.0,8.0,1,1,2,3.06
1849,Sample_H,90.0,8.0,1,1,2,4.74
1850,Sample_H,90.0,8.0,1,1,2,2.64
